Periode,thuis opladen,elektrische auto,hybride elektrisch,Bijtelling (%),Consumentenvertrouwen,Economisch klimaat,Koopbereidheid,Grote aankopen,BenzineEuro95_1_first,BenzineEuro95_1_last,BenzineEuro95_1_min,BenzineEuro95_1_max,BenzineEuro95_1_mean,Diesel_2_first,Diesel_2_last,Diesel_2_min,Diesel_2_max,Diesel_2_mean,TVV_Lag1,TVV_Lag2,TVV_Lag3,TVV_Lag4,TVV_Lag5,TVV_Lag6,year,month,quarter,Totaal_verkochte_wegvoertuigen
2021-07-01,60,43,31,12,-8.6,-17.200000000000003,-2.6,-11.6,1.817,1.839,1.817,1.842,1.8323225806451613,1.46,1.463,1.456,1.473,1.4628709677419356,15736.0,11834.0,10148.0,10882.0,7325.0,8633.0,2021,7,3,14522
2021-08-01,70,49,25,12,-6.8,-12.6,-2.8,-11.8,1.838,1.841,1.825,1.844,1.8364193548387096,1.463,1.468,1.447,1.468,1.457516129032258,14522.0,15736.0,11834.0,10148.0,10882.0,7325.0,2021,8,3,14615
2021-09-01,71,49,36,12,-5.0,-8.0,-3.0,-12.0,1.841,1.869,1.84,1.869,1.8517,1.466,1.532,1.466,1.532,1.4893333333333334,14615.0,14522.0,15736.0,11834.0,10148.0,10882.0,2021,9,3,15143
2021-10-01,73,56,48,12,-12.5,-18.5,-8.5,-18.0,1.874,1.976,1.874,1.976,1.941870967741936,1.539,1.635,1.539,1.641,1.6077741935483871,15143.0,14615.0,14522.0,15736.0,11834.0,10148.0,2021,10,4,14904
2021-11-01,76,50,42,12,-20.0,-29.0,-14.0,-24.0,1.978,2.001,1.978,2.023,2.0036666666666667,1.64,1.629,1.629,1.646,1.6383,14904.0,15143.0,14615.0,14522.0,15736.0,11834.0,2021,11,4,16421
2021-12-01,51,51,33,12,-26.0,-39.0,-17.0,-28.0,1.994,1.976,1.952,1.994,1.968483870967742,1.622,1.612,1.588,1.622,1.6008064516129032,16421.0,14904.0,15143.0,14615.0,14522.0,15736.0,2021,12,4,29509
2022-01-01,80,77,63,16,-31.5,-46.5,-21.25,-32.0,1.974,2.01,1.973,2.01,1.988870967741936,1.613,1.716,1.613,1.716,1.6656129032258065,29509.0,16421.0,14904.0,15143.0,14615.0,14522.0,2022,1,1,16338
2022-02-01,68,63,59,16,-37.0,-54.0,-25.5,-36.0,2.015,2.099,2.014,2.099,2.048642857142857,1.717,1.788,1.714,1.788,1.744,16338.0,29509.0,16421.0,14904.0,15143.0,14615.0,2022,2,1,12278
2022-03-01,100,100,100,16,-42.5,-61.5,-29.75,-40.0,2.109,2.331,2.109,2.383,2.289774193548387,1.798,2.179,1.798,2.277,2.117774193548387,12278.0,16338.0,29509.0,16421.0,14904.0,15143.0,2022,3,1,18662
2022-04-01,83,71,67,16,-48.0,-69.0,-34.0,-44.0,2.119,2.107,2.07,2.119,2.0882,2.041,2.015,1.978,2.041,2.0020666666666664,18662.0,12278.0,16338.0,29509.0,16421.0,14904.0,2022,4,2,16571
2022-05-01,59,60,46,16,-50.2,-71.0,-36.4,-47.4,2.11,2.279,2.11,2.279,2.1871290322580648,2.018,1.975,1.939,2.051,1.99283870967742,16571.0,18662.0,12278.0,16338.0,29509.0,16421.0,2022,5,2,15954
2022-06-01,79,72,63,16,-52.4,-73.0,-38.8,-50.8,2.311,2.324,2.311,2.372,2.3527,2.012,2.174,2.012,2.191,2.142933333333333,15954.0,16571.0,18662.0,12278.0,16338.0,29509.0,2022,6,2,18977
2022-07-01,58,63,58,16,-54.6,-75.0,-41.2,-54.2,2.318,2.127,2.126,2.318,2.209322580645161,2.17,1.992,1.986,2.17,2.068258064516129,18977.0,15954.0,16571.0,18662.0,12278.0,16338.0,2022,7,3,16504
2022-08-01,60,54,62,16,-56.8,-77.0,-43.6,-57.6,2.131,2.047,2.037,2.131,2.0646129032258065,1.997,2.073,1.933,2.073,1.974225806451613,16504.0,18977.0,15954.0,16571.0,18662.0,12278.0,2022,8,3,17508
2022-09-01,74,43,58,16,-59.0,-79.0,-46.0,-61.0,2.041,1.932,1.918,2.041,1.9674666666666667,2.071,1.945,1.928,2.071,1.9987333333333333,17508.0,16504.0,18977.0,15954.0,16571.0,18662.0,2022,9,3,15637
2022-10-01,53,45,49,16,-57.5,-75.5,-46.0,-61.5,1.931,2.012,1.931,2.034,1.995290322580645,1.941,2.131,1.94,2.14,2.075483870967742,15637.0,17508.0,16504.0,18977.0,15954.0,16571.0,2022,10,4,14854
2022-11-01,50,45,45,16,-56.0,-72.0,-46.0,-62.0,2.012,1.785,1.785,2.029,1.9123666666666668,2.131,1.768,1.768,2.131,1.925533333333333,14854.0,15637.0,17508.0,16504.0,18977.0,15954.0,2022,11,4,15395
2022-12-01,51,46,54,16,-52.0,-65.0,-43.0,-60.0,1.792,1.792,1.717,1.799,1.7585806451612902,1.774,1.779,1.704,1.784,1.751,15395.0,14854.0,15637.0,17508.0,16504.0,18977.0,2022,12,4,22443
2023-01-01,73,67,64,16,-48.25,-60.75,-39.75,-57.75,1.79,1.863,1.79,1.864,1.8241935483870968,1.777,1.812,1.762,1.819,1.7842903225806452,22443.0,15395.0,14854.0,15637.0,17508.0,16504.0,2023,1,1,16487
2023-02-01,43,49,52,16,-44.5,-56.5,-36.5,-55.5,1.857,1.807,1.798,1.857,1.819678571428572,1.795,1.648,1.637,1.795,1.6893571428571428,16487.0,22443.0,15395.0,14854.0,15637.0,17508.0,2023,2,1,16593
2023-03-01,51,46,44,16,-40.75,-52.25,-33.25,-53.25,1.809,1.84,1.777,1.84,1.811903225806452,1.65,1.614,1.586,1.675,1.6315483870967742,16593.0,16487.0,22443.0,15395.0,14854.0,15637.0,2023,3,1,24311
2023-04-01,58,62,56,16,-37.0,-48.0,-30.0,-51.0,1.837,1.819,1.818,1.881,1.8553333333333333,1.605,1.521,1.521,1.624,1.5872666666666668,24311.0,16593.0,16487.0,22443.0,15395.0,14854.0,2023,4,2,18281
2023-05-01,61,49,54,16,-37.4,-49.8,-29.6,-50.6,1.821,1.817,1.789,1.821,1.8048064516129032,1.526,1.508,1.485,1.526,1.5021935483870967,18281.0,24311.0,16593.0,16487.0,22443.0,15395.0,2023,5,2,22305
2023-06-01,50,49,45,16,-37.8,-51.6,-29.2,-50.2,1.812,1.826,1.806,1.83,1.822433333333333,1.502,1.535,1.494,1.539,1.5201333333333331,22305.0,18281.0,24311.0,16593.0,16487.0,22443.0,2023,6,2,27262
2023-07-01,65,49,43,16,-38.2,-53.4,-28.8,-49.8,1.971,2.052,1.967,2.052,1.9916774193548383,1.635,1.743,1.635,1.743,1.6682580645161291,27262.0,22305.0,18281.0,24311.0,16593.0,16487.0,2023,7,3,27851
2023-08-01,73,52,49,16,-38.6,-55.2,-28.4,-49.4,2.06,2.105,2.06,2.105,2.0786129032258063,1.755,1.857,1.755,1.857,1.8148064516129032,27851.0,27262.0,22305.0,18281.0,24311.0,16593.0,2023,8,3,22109
2023-09-01,64,59,58,16,-39.0,-57.0,-28.0,-49.0,2.105,2.102,2.096,2.141,2.1175333333333333,1.854,1.932,1.852,1.958,1.9132,22109.0,27851.0,27262.0,22305.0,18281.0,24311.0,2023,9,3,26040
2023-10-01,70,52,49,16,-36.0,-52.0,-26.0,-45.5,2.104,2.009,2.006,2.104,2.040354838709677,1.933,1.863,1.863,1.937,1.8930967741935485,26040.0,22109.0,27851.0,27262.0,22305.0,18281.0,2023,10,4,23240
2023-11-01,55,46,45,16,-33.0,-47.0,-24.0,-42.0,2.008,1.94,1.94,2.009,1.979766666666667,1.859,1.769,1.769,1.86,1.814433333333333,23240.0,26040.0,22109.0,27851.0,27262.0,22305.0,2023,11,4,23676
2023-12-01,50,46,49,16,-29.0,-41.0,-21.0,-40.0,1.937,1.89,1.885,1.937,1.9008387096774195,1.768,1.711,1.706,1.768,1.726,23676.0,23240.0,26040.0,22109.0,27851.0,27262.0,2023,12,4,23490
2024-01-01,71,52,59,16,-27.0,-39.25,-19.0,-38.25,1.895,1.939,1.885,1.94,1.9126774193548384,1.715,1.773,1.71,1.774,1.7358709677419355,23490.0,23676.0,23240.0,26040.0,22109.0,27851.0,2024,1,1,24325
2024-02-01,54,49,48,16,-25.0,-37.5,-17.0,-36.5,1.944,1.986,1.942,1.99,1.9705172413793104,1.777,1.808,1.776,1.836,1.8091379310344828,24325.0,23490.0,23676.0,23240.0,26040.0,22109.0,2024,2,1,22060
2024-03-01,57,44,62,16,-23.0,-35.75,-15.0,-34.75,1.988,2.054,1.98,2.054,2.0085483870967744,1.807,1.798,1.785,1.807,1.796258064516129,22060.0,24325.0,23490.0,23676.0,23240.0,26040.0,2024,3,1,29193
2024-04-01,68,59,64,16,-21.0,-34.0,-13.0,-33.0,2.053,2.083,2.053,2.095,2.081,1.798,1.781,1.776,1.824,1.8045666666666669,29193.0,22060.0,24325.0,23490.0,23676.0,23240.0,2024,4,2,25326
2024-05-01,71,42,55,16,-21.0,-34.6,-12.6,-32.2,2.082,1.998,1.996,2.082,2.031483870967742,1.778,1.698,1.691,1.778,1.7256129032258063,25326.0,29193.0,22060.0,24325.0,23490.0,23676.0,2024,5,2,26607
2024-06-01,57,44,58,16,-21.0,-35.2,-12.2,-31.4,1.99,2.009,1.978,2.01,1.9926666666666668,1.688,1.743,1.675,1.743,1.7065,26607.0,25326.0,29193.0,22060.0,24325.0,23490.0,2024,6,2,27731
2024-07-01,62,41,48,16,-21.0,-35.8,-11.8,-30.6,2.013,1.978,1.978,2.02,2.0001290322580645,1.749,1.705,1.705,1.755,1.7324193548387097,27731.0,26607.0,25326.0,29193.0,22060.0,24325.0,2024,7,3,25370
2024-08-01,55,43,50,16,-21.0,-36.4,-11.4,-29.8,1.979,1.915,1.915,1.981,1.952967741935484,1.708,1.639,1.639,1.708,1.673483870967742,25370.0,27731.0,26607.0,25326.0,29193.0,22060.0,2024,8,3,23683
2024-09-01,57,52,59,16,-21.0,-37.0,-11.0,-29.0,1.912,1.861,1.859,1.916,1.8796333333333333,1.635,1.589,1.584,1.64,1.6076666666666668,23683.0,25370.0,27731.0,26607.0,25326.0,29193.0,2024,9,3,28820
2024-10-01,79,50,63,16,-23.0,-40.0,-11.5,-28.5,1.86,1.914,1.859,1.926,1.9028064516129035,1.588,1.649,1.587,1.66,1.6404193548387098,28820.0,23683.0,25370.0,27731.0,26607.0,25326.0,2024,10,4,30491
2024-11-01,68,48,46,16,-25.0,-43.0,-12.0,-28.0,1.914,1.955,1.912,1.986,1.9478,1.652,1.744,1.648,1.774,1.7161666666666666,30491.0,28820.0,23683.0,25370.0,27731.0,26607.0,2024,11,4,32623
2024-12-01,69,46,60,16,-26.0,-45.0,-13.0,-27.0,1.953,1.942,1.94,1.958,1.947870967741936,1.74,1.72,1.716,1.748,1.7257741935483872,32623.0,30491.0,28820.0,23683.0,25370.0,27731.0,2024,12,4,39594
2025-01-01,72,44,58,17,-28.75,-49.0,-14.75,-28.75,1.942,1.96,1.942,1.979,1.960935483870968,1.719,1.752,1.719,1.785,1.753516129032258,39594.0,32623.0,30491.0,28820.0,23683.0,25370.0,2025,1,1,33680
